"query_id","blinded_candidate_id","query_text","query_language","business_context","mandatory_filters","candidate_project_title","client","country","period","sector","offering","technologies","evidence_passage_1","evidence_source_1","evidence_page_1","evidence_passage_2","evidence_source_2","evidence_page_2","evidence_language","reviewer_1_relevance","reviewer_1_confidence","reviewer_1_notes","reviewer_2_relevance","reviewer_2_confidence","reviewer_2_notes","adjudicated_relevance","adjudicator_notes"
"DEV-010","DEV-010-C04","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Assistance à la maitrise d’ouvrage pour la mise en place d’une application métier digitale - Université Centrale Tunisie  Expression des besoins et des spécifications fonctionnelles et techniques de la solution  Sui…","Université Centrale groupe","Tunisie","2018","Privé","AMOA","","et ont donné, à ce jour, pleine satisfaction. Cette attestation est délivrée à l'intéressé pour servir et valoir ce que de droit.…","Attestation université centrale 2018.PDF","1","","","","fr","","","","","","","",""
"DEV-010","DEV-010-C05","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Assistance Relatif à la Mise en Place du Plan de Continuité d’Activité de Monétique Etude des besoins de continuité Analyse des risques majeurs Etude de choix technico-économiques Feuille de route de mise en œuvre Pil…","Société Monétique Tunisie « SMT »","Tunisie","2016","Banque","PCA/PCI","","Monsieur Slim CHENCHAH, Directeur Général Adjoint dûment habilité à l’effet des présentes, Ci-après désignée par "" le Fournisseur"" IL A ETE CONVENU CE QUI SUIT ARTICLE 1. OBJET Le présent marché a pour objet l’exécution des prestations relatives à la mise en place du plan de continuité d’activité de Monétique Tunisie.…","SMT Monetique Tunisie PCA 2016 (1).pdf","1","CONTRAT D’ASSISTANCE RELATIF A LA MISE EN PLACE DU PLAN DE CONTINUITE D’ACTIVITE DE MONETIQUE TUNISIE ENTRE à La Société Monétique Tunisie « SMT », Société anonyme, inscrite au registre de commerce de Tunis, sous le numéro B110131997, ayant pour matricule fiscal 014510RAMO000, et dont le siège social est situé au Centre Urbain Nord — Sana Center, bloc C 1082 Tunis, représentée par son Directeur Général, Monsieur Khaled BETTAIEB, Ci-après désignée par le ""le Client"" ET : La Société Devoteam, Société à responsabilité limitée au capital de 15.000,000 Dinars, dont le siège social est à 52, Avenue Charles Nicolle appartement N°4, 1082 Cité El Mahrajène - Tunis — Tunisie, immatriculée au registre…","SMT Monetique Tunisie PCA 2016 (1).pdf","1","fr","","","","","","","",""
"DEV-010","DEV-010-C06","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Projet : Élaboration d’un manuel de procédures • Organiser la mission • Collecter et analyser les informations sur l’organisation et les processus à couvrir • Formaliser les fiches descriptives des processus et du réf…","Attijari Bank","Tunisie","2020","Banque","AMOA","API management; Cloud; COBIT; Core banking; ERP; ITIL; Network","l'éthique professionnelle. e Le Prestataire s'engage à rendre compte régulièrement à la Banque de l'avancement des prestations. La fréquence et le format de ces comptes rendus seront définis entre les Parties.…","contrat attijari bank .pdf","6","+ Validation des livrables intermédiaires = Validation de la feuille de route ( COMEX } Consultant Technique Senior Mise en place et stabilisation du système d'autorisation financière PowerCard de HPS Participation dans la réalisation du projet serveur monétique en tant que chef de projet technique. 11 s'agit de mettre en place le module d'autorisation financière de HPS et de l'intégrer avec le Host T24.…","contrat attijari bank .pdf","23","fr","","","","","","","",""
"DEV-010","DEV-010-C07","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Assistance à maitrise d’ouvrage pour la mise en place d’une plateforme numérique pour la gestion des services fournis par l’OTDAV Compréhension du contexte et analyse des besoins  Analyse et conception de la charte (…","OTDAV","Tunisie","2022","Adm. Pub","AMOA","","atteste par la présente que la société DEVOTEAM est en train d’assurer pour le compte de l’organisme tunisien des droits d'auteur et des droits voisins (OTDAV) une Mission de mise en place d’une plateforme numérique pour la gestion des services fournis par l’OTDAV Rôle de Devoteam :

Compréhension du contexte et analyse des besoins

Analyse et conception de la charte (Espace Grand public)

Intégration de la charte graphique

Développement du Système de Gestion de contenu

Développement des différents modules (adhésion, renouvellement de dépôt, autorisation pour les exploitants, complémentaire ...)

Rédaction des différents documents techniques, fonctionnels et de formation Démarche : Etape…","Attestation de référence OTDAV mise en place .pdf","1","Ce projet a été piloté par : Sarra Jmayai Il y’a lieu de signaler que les prestations de ladite société ont été réalisées conformément aux normes et règles de l’art et ont donné, à ce jour, pleine satisfaction. Cette attestation est délivrée à l’intéressé pour servir et valoir ce que de droit.","Attestation de référence OTDAV mise en place .pdf","2","fr","","","","","","","",""
"DEV-010","DEV-010-C08","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Plan de Continuité d’Activité Plan de Continuité d’Activité Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site…","Banque de l’Habitat Tunisie | BH","Tunisie","2018","Banque","PCA/PCI","Network","Objet du contrat Par la signature du présent contrat, le Prestataire consent à réaliser pour le compte de la Banque de l'Habitat une mission d’étude et de mise en place d’un Plan de Continuité d'Activité couvrant l’ensemble des domaines de ces activités. Cette mission à pour objectifs de : et de redémarrage associés en cas de 5 Marché C.A.S.P 01/2017 sinistre.…","Contrat BH PCA 2017.pdf","1","+ donner une indication sur l'architecture réseau, la configuration matérielle ou logicielle, les platesformes, les serveurs, etc... et toute composante des systèmes d’information et de communication.…","Contrat BH PCA 2017.pdf","2","fr","","","","","","","",""
"DEV-010","DEV-010-C09","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Mise en place du plan de secours informatique Préparation et Mise en place des solutions de secours Formalisation du PRA appui à la formalisation des procédures d’alertes et prise en charge de sinistre Elaboration d’u…","Albaraka Bank","Tunisie","2019","Banque","PCA/PCI","","Le présent contrat a pour objet l’exécution des prestations relatives à l’élaboration du plan de continuité d’activité d’AI Baraka Banque conformément à la norme ISO 22301 qui décrit les exigences liées à la mise en place du système de management de la continuité d’activité ainsi que des prestations de conseils. ARTICLE 2.…","Contrat Al Baraka PCA (1).pdf","1","AVENANT AU CONTRAT D’ASSISTANCE RELATIF À L’ACCOMPAGNEMENT A LA MISE EN PLACE D'UN PLAN DE CONTINUITE D’ACTIVITE D’AL BARAKA BANK ENTRE : ALBARAKA BANK Tunisia, société anonyme au capital de 120 millions de dinars dont le siège est à Tunis ,88 Avenue Hédi Chaker, immatriculée au registre de commerce des sociétés sous le numéro B137451996 ayant le matricule fiscale N°031041F, représenté par Monsieur Mohamed El Moncer en sa qualité de Directeur Général ou par Madame Rachida Jenzri Toumi en sa qualité de Directeur Général Adjoint.…","Contrat Al Baraka PCA (1).pdf","1","fr","","","","","","","",""
"DEV-010","DEV-010-C10","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Accompagnement de Mitigan (1er Credit Bureau en Tunisie) sur le choix du Partenaire Technique :  Recueil des besoins  Formalisation du RFI et Analyse des réponses au RFI  Formalisation du RFP  Formalisation de la…","Mitigan","Tunisie","2016","Privé","AMOA","","atteste par la présente que la société DEVOTEAM 3 réalisé pour le compte de MITIGAN, le projet d'assistance au choix d’une solution Credit Bureau et a assuré les missions suivantes :
- Compréhension du contexte et analyse des besoins
- Elaboration des cahiers des charges
- Elaboration de la grille de dépouillement
- Assistance au choix Cette étude a été pilotée par Slim Chenchah Les consultants suivants ont participé à l'élaboration du projet :
- Fadhel Lahzami
- Imen Kallel Il Y'a lieu de signaler que les prestations de ladite société sont réalisés conformément aux normes et règles de l’art et ont donné, à ce jour, pleine satisfaction.…","Attestation Mitigan 2016.pdf","1","","","","fr","","","","","","","",""
"DEV-010","DEV-010-C11","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Elaboration et la mise en œuvre de la stratégie digitale de NSIA Banque CI  Elaboration de la vision de la banque au sujet de la digitalisation  Analyse et collecte de l’existant  Préparation de l’appel d’offres …","NSIA Banque","Côte d’Ivoire","2019","Banque","AMOA","Network","Phase II : Accompagnement à la mise en œuvre Accompagnement réflexion stratégique Analyse et collecte de l’existant Définition de la cible Cadrage de la mission de RFP

Préparation de l’appel d’offres Stratégie de consultation Elaboration du dossier de consultation (cahier des charges, grilles de dépouillement) Sélection des intégrateurs

Rédaction des spécifications générales Rédaction des spécifications fonctionnelles générales et détaillées de l’intégration Pilotage de l’intégration Animation de la gouvernance (organisation des comités, suivi et comitologie) Pilotage du budget Suivi de la réalisation des objectifs (alignement des livrables aux objectifs) Pilotage de l’intégrateur (suivi…","CONTRAT NSIA BANQUE CI - DEVOTEAM.pdf","4","Les dommages et intérêts qui seraient dus à NSIA Banque CI du fait d’un manquement prouvé de DEVOTEAM à l’une de ses obligations sont plafonnés aux sommes effectivement perçues et à percevoir par DEVOTEAM, au titre de la réalisation de la mission.

ARTICLE 7 : PERIMETRE D’INTERVENTION Le périmètre d’intervention de DEVOTEAM est décrit dans le tableau ci-dessous.…","CONTRAT NSIA BANQUE CI - DEVOTEAM.pdf","3","fr","","","","","","","",""
"DEV-010","DEV-010-C12","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Gestion des projets pour des projets de transformation digitale mis en œuvre par la GIZ PHASE 1 : DIAGNOSTIC DE L’EXISTANT - Rapport d’analyse des nouveaux besoins des métiers - Rapport de consolidation des demandes d…","Banque centrale de Tunisie","Tunisie","2022","Banque","PMO","Digital identity","٠ S'assurer de la faisabilité de la mise en œuvre du projet sur tous les aspects d'organisation, juridiques, budgétaires et de planification et de ressources ; ٠ Préconiser et aider au choix de la solution et des prestataires le cas échéant : ٠ Garantir la coordination et le pilotage durant toute la vie du projet : ٠ Contrôler et réceptionner les prestations fournies par les entreprises et de ses soustraitants le cas échéant, depuis les phases de spécification d'avant-projet, de rédaction des cahiers des charges jusqu'aux dossiers des ouvrages exécutés.","contrat GIZ-AMOA 83400520  (1).pdf","16","> . H Drnse Le 0 الإو سي اس 012 2 وتان ممصم 208 012 EE. LA Pégiss pénérsies applicabics à ها feurntture de prestations LR] Oren applenbte Les cnncitors generates ¢ موسوكاة ou de paument du contactant na nont pee applicabies. Le drot appécatée au coréret eut le Gon afernarct, 12 Ferme éerte even ot cane signature Set Gepositore contraires den pertes eu contrat et à moins que des preaciptions Mynies ne prévowrt une tome plus ovicte, les mocalOrS cy evenants au contrat ain) que tases tes communications inportaries.…","contrat GIZ-AMOA 83400520  (1).pdf","23","fr","","","","","","","",""
"DEV-010","DEV-010-C13","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Elaboration SDSI 2023 - 2025 Phase 1 : Etat des lieux et Diagnostic de l’existant • Dresser un état des lieux de l’existant (process métier, patrimoine applicatif, infrastructure, gouvernance et organisation It, etc..…","Sonede","Tunisie","2021","Entreprise Pub","SDSI","Cloud; COBIT; ITIL; Network","soit sans le consentement écrit de la SONEDE. ARTICLE 13 : NOMBRE D’EXEMPLAIRES ET LIEU DE LIVRAISON Les rapports de la mission seront livrés au site Montfleury de la SONEDE à la Direction Centrale de l'Informatique en un (01) exemplaire sur papier et un (01) exemplaire Sur support numérique en format éditable. ARTICLE 14 : MONTANT DU MARCHE Le montant total des prestations hors taxes est 77 400,000 Dinars (soixante dix sept mille quatre cent dinars) Le montant de la TVA est [MONETARY_AMOUNT] (dix mille soixante deux dinars).…","SONEDE SDSI  (2).pdf","9","Au cas où l’avis consigne des réserves, le fournisseur devra lever ces réserves, dans une période ne dépassant pas cinq (5) jours à partir de la date de leurs notifications, sauf accord contraire entre les deux parties, compte tenu du volume des corrections. 11.2 Réception définitive Un PV de réception définitive sera établi et signé par les deux parties après la réalisation de la totalité des prestations demandées dans l’article 2 du présent contrat.…","SONEDE SDSI  (2).pdf","9","fr","","","","","","","",""
"DEV-010","DEV-010-C14","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Accompagnement et Assistance de la BTS Bank dans la Refonte de son Organigramme ETAPE 1 : Lancement et Analyse de l’Existant • Cadrage et lancement du projet • Initialisation de la structuration et du suivi du projet…","Banque Tunisienne de Solidarité (BTS)","Tunisie","2022","Banque","SDSI","","Article 1 : Objet du Présent Contrat de Service La BTS confie au Prestataire, qui l'accepte, une mission d'accompagnement et d'assistance à la refonte de son organigramme. Article 2 : Déroulement de la Mission La mission consiste à accompagner et assister la BTS dans l'adoption d'une nouvelle organisation visant une meilleure gestion de son capital humain, pour se faire le Prestataire doit : + Procéder à un diagnostic détaillé de l’organisation actuelle.…","contrat de service BTS Réorg metier .pdf","1","ue Tunisienne de Solidarité DEVOTEAM
7. Définition des attributions des différentes structures de la BTS Bank avec une description détaillée des fiches de fonction qui en découlent ainsi que les conditions de nominations dans les emplois fonctionnels.
8.…","contrat de service BTS Réorg metier .pdf","2","fr","","","","","","","",""
"DEV-010","DEV-010-C15","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Mise en place solution pour la refonte de l’application NSIA Banque direct (Mobile Banking) Le projet ""Ma banque directe"" consiste en une série d'ateliers techniques, fonctionnels et de design pour définir, valider et…","NSIA","Côte d’Ivoire","2021","Banque","AMOA","Data platform","œuvre de la stratégie digitale de NSIA Banque CI. Un tableau détaillé indiquant les périmètres d’accompagnement et les coûts de la prestation est établi par les Parties et constituera l’ Annexe n°2 du présent Avenant. Les autres dispositions du Contrat initial non modifiées par le présent Avenant demeurent inchangées.…","avenant NSIA GED DATA Mobile  (1).pdf","3","Banque CI, à son personnel ou à un tiers, du fait de toute faute, erreur ou négligence imputable à lui-même ou à son personnel et à ses sous-traitants.
- Les conséquences des réclamations de tiers, résultant de l’inexécution ou de la mauvaise exécution des prestations confiées au Prestataire seront supportées en totalité par ce dernier, si celui-ci en est responsable.…","avenant NSIA GED DATA Mobile  (1).pdf","8","fr","","","","","","","",""
"DEV-010","DEV-010-C16","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Elaboration du manuel de procédures techniques de la DSI • Cadrer les objectifs, le périmètre de la mission et les résultats attendus • Proposer des orientations générales d’amélioration • Elaborer le planning détaill…","Banque Tunisienne de Solidarité (BTS)","Tunisie","2021","Banque","SDSI/AMOA","COBIT; ITIL; Network","Central BTS 2480/2018. Date de la Réception: L'an deux mille dix-huit, le mercredi dix-neuf septembre (19/09/2018). Lieu de la Réception : Siège de la BTS (56, avenue Mohamed V 1002 Tunis). Ils étaient présents : Participants BTS Mr Mohamed KAANICHE Directeur Général Mr Khalifa SBOUI Directeur Général Adjoint Mr Sofien ABDELHAK Chef du Département Informatique Participants DEVOTEAM Mr Slim CHENCHAH Chef de Projet Mr Mohamed BEN MESSAOUD Membre de l'Equipe Projet Mme Imen KALLEL Membre de l'Equipe Projet Objet de la Réunion La réunion avait pour objectif de : -__ Lancer le projet d'élaboration du Schéma Directeur du Système d'Information de la Banque.…","PV BTS SDSI 2019 (2).pdf","3","l'indisponibilité de la Direction Générale de la Banque. Par conséquent, les délais prévus pour la 1€ phase du projet courront à compter de la date de la réunion de démarrage.…","PV BTS SDSI 2019 (2).pdf","4","fr","","","","","","","",""
"DEV-010","DEV-010-C17","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Assistance à la maitrise d’ouvrage pour la mise en place d’une solution de gestion électronique des correspondance, la solution repose sur un moteur de BPM et de Gestion de contenu La spécification de la solution Le s…","Université centrale groupe","Tunisie","2018","Privé","AMOA","","atteste par la présente que le cabinet DEVOTEAM a réalisé une mission d'assistance à la maitrise d'ouvrage pour la mise en place d’une solution de Gestion Electronique des Correspondances. La solution repose sur un moteur de BPM et de Gestion de contenu.…","Attestation de référence Université Centrale.pdf","1","Cette attestation est délivrée à l'intéressé pour servir et valoir ce que de droit. Nom et qualité du signataire 3, Rue Hammadi Eljeziri ( par AV.Mohamed V ) - 1002 Tunis TUNISIE.…","Attestation de référence Université Centrale.pdf","1","fr","","","","","","","",""
"DEV-010","DEV-010-C18","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Accompagnement et assistance de la BNA à la maîtrise d’ouvrage (AMOA) et au pilotage du portefeuille projets SI (PMO) Phase 1 : Installation du PMO • Définition des instances par projet Construction du Kit du PMO pour…","Banque Nationale Agricole BNA","Tunisie","2022","Banque","AMOA","","ARTICLE 1 : OBJET ET DUREE DU CONTRAT Le présent contrat a pour objet l’accompagnement et l'assistance de la BNA dans le pilotage du portefeuille projets SI (PMO) durant les trois prochaines années. IL est conclu pour une durée contractuelle d’une année renouvelable par tacite reconduction sauf dénonciation par l’une des parties contractantes un mois avant l'échéance de chaque année.…","Contrat BNA PMO.pdf","1","CONTRAT D'ACCOMPAGNEMENT ET ASSISTANCE DE LA BNA A LA MAITRISE D'OUVRAGE (AMOA) ET AU PILOTAGE DU PORTEFEUILLE PROJETS SI(PMO) Entre les soussignés : La Banque Nationale Agricole, Société Anonyme au capital de [PHONE_LIKE] Dinars, identifiant unique 123L, ayant son siège social sis à l’Avenue Mohamed V - Tunis représentée aux fins des présentes par son chef du pôle Organisation et Système d’information Monsieur Sami Akremi et son Directeur Central de projet de transformation & S.I. Madame Chiraz Chelly.…","Contrat BNA PMO.pdf","1","fr","","","","","","","",""
"DEV-010","DEV-010-C19","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Projet : Élaboration d’un manuel de procédures techniques • Diagnostic de l’existant • Formulation des procédures existantes • Elaboration des nouvelles procédures • Finalisation des procédures","SIBTEL","Tunisie","2020","Régie Financière","AMOA","Network","ARTICLE 2 : Consistance des prestations La Société confie au Prestataire qui accepte les missions suivantes :
1. Diagnostic de l'existant : Le diagnostic qui repose sur l'analyse et la critique de l'existant de la Société, doit faire apparaître les points forts et les points faibles des domaines objet de l'étude et formuler les recommandations et améliorations à introduire par domaine: Exploitation, systèmes et base de données, réseaux, sécurité, Swift et services mutualisés, hébergement, audit interne, etc I sera clôturé par la remise, à la Société, d'un rappon de diagnostic pour le lot N°2 « Elaboration du manuel de procédures techniques de la SIBTEL ».
2.…","Contrat SIBTEL Procedures techique 2020 (1) (1).pdf","1","٠ SIBTEL PVO AM remise de la communication. ARTICLE 23 : Durée d’exécution-planning-coordination
1. Durée du marché : Le Marché prend effet à compter de sa notification et se terminera à la complète réalisation des prestations décrites dans l’article 2 du présent contrat. Toute modification relative à cette durée, et notamment son prolongement, sera constatée par voie d'avenant.…","Contrat SIBTEL Procedures techique 2020 (1) (1).pdf","2","fr","","","","","","","",""
"DEV-010","DEV-010-C20","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Identification des processus IT de la BNA conformément au référentiel COBIT V5, choix, formalisation et implémentation de 5 processus:  La BNA a retenu Devoteam pour se faire accompagner dans la réalisation de ce pro…","Banque Nationale Agricole, BNA","Tunisie","2018","Banque","AMOA","COBIT; ITIL","- Accompagner la BNA dans l'implémentation des processus prioritaires, incluant la mise en place d’un pilote d’un centre de service ainsi que l’accompagnement dans le processus de gestion de la stratégie. Cette mission a été pilotée par Nizar ALAYA.…","BNA Cobit (2).pdf","1","atteste par la présente que le cabinet DEVOTEAM a réalisé pour le compte de la Banque Nationale Agricole, une mission d’évaluation des processus IT conformément au référentiel Cobit 5 et d’implémentation de 5 processus prioritaires.…","BNA Cobit (2).pdf","1","fr","","","","","","","",""
"DEV-010","DEV-010-C21","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Accompagnement et d’assistance dans le pilotage du portefeuille projets SI (PMO).  Mise en place des outils et mécanismes de suivi et gestion PMO  Gestion des plannings, ressources, budget, risques  Coaching et cha…","Société Tunisienne de banque - STB","Tunisie","2020","Banque","PMO","","atteste par la présente que la société Devoteam a réalisé pour notre compte en 2020, une prestation d'accompagnement et d’assistance dans le pilotage du portefeuille des projets d'évolution du Global Bancaire (PMO). Le projet a été piloté par M. Slim CHENCHAH, Expert sénior en Pilotage projets (PMO) Les consultants, ayant participé à cette mission : .…","STB PMO.pdf","2","atteste par la présente que la société Devoteam a réalisé pour notre compte en 2020, une prestation d'accompagnement et d’assistance dans le pilotage du portefeuille des projets d'évolution du Global Bancaire (PMO). Le projet a été piloté par M. Slim CHENCHAH, Expert sénior en Pilotage projets (PMO) Les consultants, ayant participé à cette mission : ٠ Imen KALLEL ° Salima KHELIF ° Boutheyna SAADI Il y a lieu de signaler que les prestations ont été fournies conformément aux normes et règles de l’art et ont donné, à ce jour, pleine satisfaction.…","STB PMO.pdf","1","fr","","","","","","","",""
"DEV-010","DEV-010-C22","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Etude de cadrage de la transformation Cloud des filiales du groupe • Etude de cadrage de la transformation Cloud des filiales du groupe : • Etat des lieux SI et métiers • Etude d’impact SI et organisationnel • Indenti…","Poulina Group Holding","Tunisie","2016","Industrie","Cloud","Cloud","atteste par la présente que la société DEVOTEAM 3 réalisé pour le compte de MITIGAN, le projet d'assistance au choix d’une solution Credit Bureau et a assuré les missions suivantes :
- Compréhension du contexte et analyse des besoins
- Elaboration des cahiers des charges
- Elaboration de la grille de dépouillement
- Assistance au choix Cette étude a été pilotée par Slim Chenchah Les consultants suivants ont participé à l'élaboration du projet :
- Fadhel Lahzami
- Imen Kallel Il Y'a lieu de signaler que les prestations de ladite société sont réalisés conformément aux normes et règles de l’art et ont donné, à ce jour, pleine satisfaction.…","Attestation Mitigan 2016.pdf","1","","","","fr","","","","","","","",""
"DEV-010","DEV-010-C23","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Elaboration du Schéma Directeur SI • Analyser les principaux enjeux et besoins métiers • Dresser un état des lieux de l’existant (cartographie fonctionnelle, process métier, patrimoine applicatif, infrastructure, Gouv…","Banque Tunisienne de Solidarité (BTS)","Tunisie","2018","Banque","SDSI","Network","Central BTS 2480/2018. Date de la Réception: L'an deux mille dix-huit, le mercredi dix-neuf septembre (19/09/2018). Lieu de la Réception : Siège de la BTS (56, avenue Mohamed V 1002 Tunis). Ils étaient présents : Participants BTS Mr Mohamed KAANICHE Directeur Général Mr Khalifa SBOUI Directeur Général Adjoint Mr Sofien ABDELHAK Chef du Département Informatique Participants DEVOTEAM Mr Slim CHENCHAH Chef de Projet Mr Mohamed BEN MESSAOUD Membre de l'Equipe Projet Mme Imen KALLEL Membre de l'Equipe Projet Objet de la Réunion La réunion avait pour objectif de : -__ Lancer le projet d'élaboration du Schéma Directeur du Système d'Information de la Banque.…","PV BTS SDSI 2019 (2).pdf","3","""Banque Tunisienne de Solidarité DEVOTEAM Procès-Verbal de la Réunion de Démarrage Objet : Procès-verbal de la réunion de démarrage. Référence : + Consultation N°8/2018 ""Choix d'un Cabinet pour l'Elaboration d’un Schéma Directeur du Système d'Information de la Banque Tunisienne de Solidarité"".…","PV BTS SDSI 2019 (2).pdf","3","fr","","","","","","","",""
"DEV-010","DEV-010-C24","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Etude pour l’assistance de la Banque Centrale de Tunisie dans la mise en place d’un Indice de Maturité Digitale • Phase 1 : Cadrage du projet en termes d’objectifs, périmètre et organisation • Phase 2 : Evaluation de…","Banque centrale de Tunisie","Tunisie","2022","Banque","AMOA","","atteste par la présente que la société Devoteam a réalisé pour notre compte une étude pour l’assistance de la Banque Centrale de Tunisie dans la mise en place d’un Indice de Maturité Digitale Mission : e Phase 1 : Cadrage du projet en termes d’objectifs, périmètre et organisation e Phase 2 : Evaluation de la maturité Digitale de la BCT Documenter et cartographier l’état de lieu de l’actif informationnel de la BCT Démarche de mise en œuvre d’un Indicateur de Maturité Digitale (IDM) propre à la BCT Evaluation de la maturité digitale de la BCT Définition de la feuille de route pour atteindre les objectifs « technologiques » à travers l’implémentation d’un IMD.…","attestation de référence Banque central  (1).pdf","1","public L’équipe Devoteam ayant participé a ces travaux est constituée de : e Syrine Daoud : Consultant Senior digital e Aymen Hamed : Consultant Senior digital e Amine Charrad : Consultant Senior digital Il y a lieu de signaler que les prestations ont été fournies conformément aux normes et règles de l'art et ont donné, à cejour, pleine satisfaction. Cette attestation est délivrée à l’intéressé pour servir et valoir ce que de droit.…","attestation de référence Banque central  (1).pdf","1","fr","","","","","","","",""
"DEV-010","DEV-010-C25","Une banque veut sélectionner et déployer une solution monétique, avec assistance au choix, paramétrage, recette et bascule.","fr","Banque; moyens de paiement.","{}","Accompagnement dans le projet de mise en place d’une solution de gestion des projets SI et métier Pilotage du programme de Transformation  Amélioration de la connaissance Clients, assainissement de la base de données…","Energie de MALI (EDM)","Mali","2017","Adm. Pub","AMOA","","atteste par la présente que DEVOTEAM a accompagné EDM dans le projet de mise en place d’une solution de gestion des projets SI et métier. Les actions qui ont été menées dans le cadre de cette mission sont:
- L'élaboration du cahier des charges et l’assistance au choix de la solution
- L’accompagnement opérationnel et la conduite du changement La mission a été dirigée par M. Nizar Alaya avec la participation de M. Amine Mourou.…","Attestion de réf EDM Gestion de projets (2).pdf","1","atteste par la présente que DEVOTEAM a accompagné EDM dans le projet de mise en place d’une solution de gestion des projets Si et métier. Les actions qui ont été menées dans le cadre de cette mission sont:
- L'élaboration du cahier des charges et l’assistance au choix de la solution -_ L’accompagnement opérationnel et la conduite du changement La mission a été dirigée par M. Nizar Alaya avec la participation de M. Amine Mourou.…","Attestion de réf EDM Gestion de projets (2).pdf","1","mixed","","","","","","","",""
"DEV-011","DEV-011-C01","Un régulateur télécom prépare une stratégie nationale de migration vers IPv6 et souhaite analyser les impacts techniques, financiers et opérationnels.","fr","Télécommunications; stratégie IPv6.","{}","Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA) (Plateforme SAP) Phase 1: Lancement de la mission • Lancer le projet • Cadrer et mener les différents travaux prévus et conduire le changement Pha…","BSIC Sénégal","Côte d’Ivoire","2022","Assurance","PCA/PCI","ERP; Network","Ci-après désignée par "" le Fournisseur"" IL A ETE CONVENU CE QUI SUIT ARTICLE 1. OBJET Le présent contrat a pour objet de définir les conditions dans lesquelles le fournisseur fournira les prestations au client dans le cadre du projet « Elaboration du plan de continuité d’activités de la banque BSIC SENEGAL » Les prestations à réaliser par le fournisseur, objet du présent contrat, couvre les quatre phases suivantes : Le tableau ci-après décrit le périmètre de la prestation du Fournisseur Phase 1 : Lancement et pilotage du projet Lancement et pilotage du projet Analyse d'impact métier Phase 2 : Cadrage du Appréciation des risques Plan de continuité Traitement des risques d'activité…","contrat de mission de soustraitance BSIC_SPECTRA .pdf","1","locaux ou dans ceux mis à sa disposition par le Client. Dans ce dernier cas, le personnel du Fournisseur s’engage à se conformer aux règlements intérieurs ainsi qu’aux horaires et consignes en vigueur dans lesdits locaux.…","contrat de mission de soustraitance BSIC_SPECTRA .pdf","2","fr","","","","","","","",""
