query_id,candidate_id,query_text,query_language,project_title,client,country,sector,offerings,service_nature,evidence_excerpt,source_document,source_page,citation_label,relevance_0_1_2,wrong_evidence_chunk_yes_no,failure_category,evidence_notes,reviewer_id,reviewed_at
TECH-EN-001,TECH-EN-001-C07,Bank business continuity planning references,en,Cadrage d’un plan de continuité d’activité - Elaboration de la cartographie des activités métiers - Identification des besoins de continuité - Evaluation de la criticité des processus métiers et support - Elaboration…,Comar assurances,Tunisie,Assurance,PCA/PCI,Cadrage d’un plan de continuité d’activité - Elaboration de la cartographie des activités métiers - Identification des besoins de continuité - Evaluation de la criticité des processus métiers et support - Elaboration et analyse de l’état des lieux - Cartographie et analyse des risques,atteste par la présente que la société DEVOTEAM a réalisé pour le compte des sociétés COMAR & HAYETT une mission de cadrage du plan de continuité d'activités (PCA). Le projet a été piloté par Monsieur Mohamed Ben Messaoud.…,Cadrage PCA COMAR 2020 (1).pdf,1,Cadrage PCA COMAR 2020 (1).pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C08,Bank business continuity planning references,en,Elaboration et mise en place du plan de continuité d’activité PCA Compréhension du contexte et diagnostic de l’existant : Identification du périmètre préliminaire Diagnostic de l’existant et analyses des écarts Planif…,Banque Zitouna,Tunisie,Banque,PCA/PCI,Elaboration et mise en place du plan de continuité d’activité PCA Compréhension du contexte et diagnostic de l’existant : Identification du périmètre préliminaire Diagnostic de l’existant et analyses des écarts Planification du SMCA Recueil des besoins de continuité d’activité Analyse et appréciation des risques Elaboration de la politique de continuité d’activité et de reprise d’activité Elaboration de la stratégie de continuité d’activité Evaluation des performances des procédures de continuité des activités Elaboration d’un plan de test et réalisation des premiers tests Organisation de maintien en condition opérationnelle Formalisation et sensibilisation du personnel sur la continuité d’activité,"Article 1 : OBJET DU CONTRAT En vertu du présent contrat, le prestataire s'engage à réaliser une mission l'élaboration du Plan de Continuité d'Activité (PCA) et ce, selon les termes et conditions ci-après. Article 2 : DOCUMENTS CONTRACTUELS Les documents contractuels traduisant l’accord des deux parties et faisant partie intégrante du présent contrat sont les suivants : — Le présent contrat.…",Contrat Zitouna  PCA .pdf,2,Contrat Zitouna  PCA .pdf — page 2,,,,,,
TECH-EN-001,TECH-EN-001-C09,Bank business continuity planning references,en,Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Etude de choix technico-économiques Feuille de route de mise en œuvre Pilotage de la mise en place du site de repli co…,Banque Internationale Arabe de Tunisie BIAT,Tunisie,Banque,PCA/PCI,"Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Etude de choix technico-économiques Feuille de route de mise en œuvre Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation des procédures de continuité métier pour le périmètre Siège et agence Formalisation du Plan de Secours Informatique Formalisation des procédures de reprise transversales (IT, Services Généraux, RH, ...) Tests de crise et de PCA et Maintien en condition opérationnelle",atteste par la présente que la société DEVOTEAM TUNISIE a réalisé pour le compte de la BIAT le projet de mise en place du plan de continuité d’activité (plan de continuité métier et plan de secours informatique). Le projet a été réalisé durant la période de janvier à novembre 2014 et a été piloté par M. Tarek Akrout.…,Attestation de PCA BIAT 2014.pdf,1,Attestation de PCA BIAT 2014.pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C10,Bank business continuity planning references,en,Opérationnalisation du PCA de la BCT Phase 1 : Mise en place du PCA • Réalisation des ateliers pour les procédures métiers • Réalisation des ateliers pour les procédures de secours informatique (5 applications critiqu…,Banque centrale de Tunisie,Tunisie,Banque,PCA/PCI,Opérationnalisation du PCA de la BCT Phase 1 : Mise en place du PCA • Réalisation des ateliers pour les procédures métiers • Réalisation des ateliers pour les procédures de secours informatique (5 applications critiques) • Elaboration du reste des procédures PSI • Elaboration du plan de communication de crise • Elaboration du plan de sécurité des personnes et des biens Phase 2 : Test • Elaboration d'un plan de test global • Préparation et réalisation du premier test PCA • Elaborer le Plan MCO,attestons par la présente que le Cabinet DEVOTEAM a réalisé le projet d’Opérationnalisation du Plan de Continuité d’ Activité (PCA) de la Banque Centrale de Tunisie. Le projet a été piloté par Mr. Slim CHENCHAH.…,Opérationnalisation du PCA de la BCT.pdf,1,Opérationnalisation du PCA de la BCT.pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C11,Bank business continuity planning references,en,Plan de Continuité d’Activité Plan de Continuité d’Activité Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site…,Banque de l’Habitat Tunisie | BH,Tunisie,Banque,PCA/PCI,"Plan de Continuité d’Activité Plan de Continuité d’Activité Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation des procédures de continuité métier Formalisation du Plan de Secours Informatique Formalisation des procédures de reprise transversales (IT, Services Généraux, RH, ...) Tests de crise et de PCA","Objet du contrat Par la signature du présent contrat, le Prestataire consent à réaliser pour le compte de la Banque de l'Habitat une mission d’étude et de mise en place d’un Plan de Continuité d'Activité couvrant l’ensemble des domaines de ces activités. Cette mission à pour objectifs de : et de redémarrage associés en cas de 5 Marché C.A.S.P 01/2017 sinistre.…",Contrat BH PCA 2017.pdf,1,Contrat BH PCA 2017.pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C12,Bank business continuity planning references,en,Mise en œuvre du plan de Continuité d’Activités (PCA) a TRADEX - Rédiger la politique de continuité des activités de TRADEX - Définir un dispositif fiable avec des outils de gestion de crise - Identifier le périmètre…,TRADEX,Cameroun,Industrie,PCA/PCI,"Mise en œuvre du plan de Continuité d’Activités (PCA) a TRADEX - Rédiger la politique de continuité des activités de TRADEX - Définir un dispositif fiable avec des outils de gestion de crise - Identifier le périmètre des activités critiques en cas de sinistre et les exigences de redémarrage associées - Garantir la survie en minimisant les impacts financiers, juridiques et de notoriété - Identifier les scénarios de secours et feuille de route PCA - Analyser et réduire les impacts potentiels d’une interruption d’activité - Anticiper et maîtriser les risques opérationnels de grande envergure - Assurer la pérennité du PCA",atteste par la présente que la société DEVOTEAM est en train d’assurer la mise en œuvre du projet : plan de continuité d’activité (PCA) pour le compte de Tradex. Ce projet est piloté par Mr Slim Chenchah.…,Attestation de PCA TRADEX.pdf,1,Attestation de PCA TRADEX.pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C13,Bank business continuity planning references,en,Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informati…,Société Tunisienne de Banque STB,Tunisie,Banque,PCA/PCI,Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation du Plan de Secours Informatique Tests de crise et de PCA,mission d'étude et de mise en place d’un Plan de Continuité d'Activité et ce conformément aux conditions décrites au cahier des charges de l'appel d'offres STB réf. 16/2017 et de l'offre de la société DEVOTEAM.…,Contrat PCA STB 2017.pdf,2,Contrat PCA STB 2017.pdf — page 2,,,,,,
TECH-EN-001,TECH-EN-001-C14,Bank business continuity planning references,en,Mise en œuvre du plan de continuité d’activité - Analyse des écarts entre la solution de continuité existante et les normes et / ou bonnes pratiques - Évaluation et étude des besoins des processus métier - Busines Imp…,BFI Tunisie BANQUE FINANCE INTERNATIONALE,Tunisie,Banque,PCA/PCI,"Mise en œuvre du plan de continuité d’activité - Analyse des écarts entre la solution de continuité existante et les normes et / ou bonnes pratiques - Évaluation et étude des besoins des processus métier - Busines Impact Analysis et Analyse des risques - Définition de la stratégie de continuité d'activité (SI et Métier) - Identification des solutions de continuité - Etude technique / financière pour la solution de continuité d'activité - Élaboration d'une feuille de route pour la mise en œuvre du PCA - Mise en œuvre du plan de secours informatique - Elaboration du plan d'action basé sur les applications (en tenant compte de l'architecture des applications, de la technologie, ...) - Définition de l'architecture SI du site de secours - Elaboration des termes de référence pour les acquisitions d'équipements et le Housing",atteste par la présente que la société DEVOTEAM a réalisé pour le compte de BFI le projet d’accompagnement a la mise en place d’un plan de continuité d’activité. Devoteam nous a accompagné durant la période de Janvier 2019 a Juin 2020.…,Attestation de PCA BFI 2019 (1).pdf,1,Attestation de PCA BFI 2019 (1).pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C15,Bank business continuity planning references,en,Mise en place du Plan de Continuité d’Activité Cadrage d’un plan de continuité d’activité - Etude des besoins de continuité - Analyse des risques majeurs - Etude de choix technico-économiques - Feuille de route de mis…,MAE Assurance,Tunisie,Assurance,PCA/PCI,Mise en place du Plan de Continuité d’Activité Cadrage d’un plan de continuité d’activité - Etude des besoins de continuité - Analyse des risques majeurs - Etude de choix technico-économiques - Feuille de route de mise en œuvre,atteste par la présente que la société DEVOTEAM a réalisé pour le compte de MAE le projet d’accompagnement au cadrage du plan de continuité d’activité. Devoteam nous a accompagné durant la période de Janvier 2019 a Juillet 2019.…,Attestation Cadrage PCA MAE 2019 (1).pdf,1,Attestation Cadrage PCA MAE 2019 (1).pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C16,Bank business continuity planning references,en,Plan de Continuité d’Activité Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Forma…,Office de la marine marchande et des ports (OMMP),Tunisie,Entreprise Pub,PCA/PCI,"Plan de Continuité d’Activité Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation des procédures de continuité métier Formalisation du Plan de Secours Informatique Formalisation des procédures de reprise transversales (IT, Services Généraux, RH, ...) Tests de crise et de PCA","atteste par la présente que la société DEVOTEAM a réalisé pour le compte de l'Office de la Marine Marchande et des Ports le projet d'accompagnement à la mise en place du plan de continuité d'activité. Devoteam nous a accompagnés durant la période d'Octobre 2018 à Octobre
2019.…",Attestation de PCA OMMP 2019.pdf,1,Attestation de PCA OMMP 2019.pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C17,Bank business continuity planning references,en,Mise en place du plan de secours informatique Préparation et Mise en place des solutions de secours Formalisation du PRA appui à la formalisation des procédures d’alertes et prise en charge de sinistre Elaboration d’u…,Albaraka Bank,Tunisie,Banque,PCA/PCI,Mise en place du plan de secours informatique Préparation et Mise en place des solutions de secours Formalisation du PRA appui à la formalisation des procédures d’alertes et prise en charge de sinistre Elaboration d’un plan de test et réalisation des premiers tests Organisation de maintien en condition opérationnelle,"AVENANT AU CONTRAT D’ASSISTANCE RELATIF À L’ACCOMPAGNEMENT A LA MISE EN PLACE D'UN PLAN DE CONTINUITE D’ACTIVITE D’AL BARAKA BANK ENTRE : ALBARAKA BANK Tunisia, société anonyme au capital de 120 millions de dinars dont le siège est à Tunis ,88 Avenue Hédi Chaker, immatriculée au registre de commerce des sociétés sous le numéro B137451996 ayant le matricule fiscale N°031041F, représenté par Monsieur Mohamed El Moncer en sa qualité de Directeur Général ou par Madame Rachida Jenzri Toumi en sa qualité de Directeur Général Adjoint.…",Contrat Al Baraka PCA (1).pdf,1,Contrat Al Baraka PCA (1).pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C18,Bank business continuity planning references,en,Mise en œuvre d’un Plan de Continuité d’Activité (PCA) - Etude des besoins de continuité - Analyse des risques majeurs - Etude de choix technico-économiques - Feuille de route de mise en œuvre - Pilotage de la mise en…,STAR Assurance,Tunisie,Assurance,PCA/PCI,Mise en œuvre d’un Plan de Continuité d’Activité (PCA) - Etude des besoins de continuité - Analyse des risques majeurs - Etude de choix technico-économiques - Feuille de route de mise en œuvre - Pilotage de la mise en place du site de repli collaborateurs - Pilotage de la mise en place du site de secours informatique - Formalisation des procédures de continuité métier,"atteste par la présente que la société DEVOTEAM a realise pour le compte de la STAR, les travaux de Mise en œuvre de son Plan de Continuité d'Activité, couvrant : Le lancement du projet ; La mise en place du PCA © Préparation et pilotage de la mise en place des solutions de secours, o Formallsation des plans transvérsaux ; co Hédaction des procédures métiers : o Formation et sensibihsation ; La réalisation des tests et l'organisation du MCC.…",Attestation de PCA STAR 2016 .pdf,1,Attestation de PCA STAR 2016 .pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C19,Bank business continuity planning references,en,"Assistance Audit Réglementaire Etape 1 Cadrage et lancement de la mission Cadrage de la mission, validation des objectifs et du périmètre • Examen des détails logistiques nécessaires • Présentation du plan d’assistanc…",ENDA CASH,Tunisie,Régie Financière,PCA/PCI,"Assistance Audit Réglementaire Etape 1 Cadrage et lancement de la mission Cadrage de la mission, validation des objectifs et du périmètre • Examen des détails logistiques nécessaires • Présentation du plan d’assistance Etape 2 Assistance à l’audit organisationnel et physique Etude documentaire, réalisation d’entretiens et visites sur site • Analyse des écarts par rapport aux normes ISO 27K • Elaboration des politiques et procédures manquantes Etape 3 Assistance à l’audit technique • Vérification technique des vulnérabilités de chaque composant cible (Vulnerability Assessment) • Assistance à l’audit de configuration • Elaboration du plan d’actions Etape 4 Assistance à l’audit applicatif Assistance à la réalisation de l’audit applicatif • Elaboration du plan d’actions","atteste par la présente que la société DEVOTEAM a réalisé pour le compte de Enda CASH le projet d’assistance a la mise en ceuvre d’un plan de continuité d’activité (PCA). Ce projet a été piloté par Mr. Sami BENHAJ Les consultants, ayant participé à l’élaboration du projet sont :
- Eya CHEIKH AMOR, Consultante senior IT
- Raoudha BLILI, Consultante IT.…",attestation-de-reference-enda-cash.pdf,1,attestation-de-reference-enda-cash.pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C20,Bank business continuity planning references,en,Plan de Continuité d’Activité - Expression des besoins de continuité d’activité - Analyse des risques majeurs - Stratégie de continuité d’activité des métiers et du SI - Définition du dispositif de gestion de crise -…,Tunisie Leasing,Tunisie,Banque,PCA/PCI,Plan de Continuité d’Activité - Expression des besoins de continuité d’activité - Analyse des risques majeurs - Stratégie de continuité d’activité des métiers et du SI - Définition du dispositif de gestion de crise - Pilotage de la mise en place du Plan de Continuité d’Activité - Formalisation des procédures de reprise,"CONTRAT D’ASSISTANCE RELATIF A L’ACCOMPAGNEMENT A LA MISE EN PLACE D’UN PLAN DE CONTINUITE D’ACTIVITE DE TUNISIE LEASING ENTRE : La Société Tunisie Leasing, SA au capital « capital » Dinars, dont le siège social «adresse », immatriculée au registre du commerce sous le numéro B134091997 titulaire du matricule fiscal numéro 031440 S/A/M/000 et représentée par son Directeur Général, Monsieur Fethi Mestiri . Ci-après désignée par le ""le Client"" Br?…",Contrat PCA Tunisie Leasing 2016.pdf,1,Contrat PCA Tunisie Leasing 2016.pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C01,مراجع حول استمرارية الأعمال للبنوك,ar,Assistance Relatif à la Mise en Place du Plan de Continuité d’Activité de Monétique Etude des besoins de continuité Analyse des risques majeurs Etude de choix technico-économiques Feuille de route de mise en œuvre Pil…,Société Monétique Tunisie « SMT »,Tunisie,Banque,PCA/PCI,Assistance Relatif à la Mise en Place du Plan de Continuité d’Activité de Monétique Etude des besoins de continuité Analyse des risques majeurs Etude de choix technico-économiques Feuille de route de mise en œuvre Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation des procédures de continuité métier,"Monsieur Slim CHENCHAH, Directeur Général Adjoint dûment habilité à l’effet des présentes, Ci-après désignée par "" le Fournisseur"" IL A ETE CONVENU CE QUI SUIT ARTICLE 1. OBJET Le présent marché a pour objet l’exécution des prestations relatives à la mise en place du plan de continuité d’activité de Monétique Tunisie.…",SMT Monetique Tunisie PCA 2016 (1).pdf,1,SMT Monetique Tunisie PCA 2016 (1).pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C02,مراجع حول استمرارية الأعمال للبنوك,ar,Mise en œuvre d’un Plan de Continuité d’Activité (PCA) - Etude des besoins de continuité - Analyse des risques majeurs - Etude de choix technico-économiques - Feuille de route de mise en œuvre - Pilotage de la mise en…,STAR Assurance,Tunisie,Assurance,PCA/PCI,Mise en œuvre d’un Plan de Continuité d’Activité (PCA) - Etude des besoins de continuité - Analyse des risques majeurs - Etude de choix technico-économiques - Feuille de route de mise en œuvre - Pilotage de la mise en place du site de repli collaborateurs - Pilotage de la mise en place du site de secours informatique - Formalisation des procédures de continuité métier,"atteste par la présente que la société DEVOTEAM a realise pour le compte de la STAR, les travaux de Mise en œuvre de son Plan de Continuité d'Activité, couvrant : Le lancement du projet ; La mise en place du PCA © Préparation et pilotage de la mise en place des solutions de secours, o Formallsation des plans transvérsaux ; co Hédaction des procédures métiers : o Formation et sensibihsation ; La réalisation des tests et l'organisation du MCC.…",Attestation de PCA STAR 2016 .pdf,1,Attestation de PCA STAR 2016 .pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C03,مراجع حول استمرارية الأعمال للبنوك,ar,Cadrage d’un plan de continuité d’activité - Elaboration de la cartographie des activités métiers - Identification des besoins de continuité - Evaluation de la criticité des processus métiers et support - Elaboration…,Comar assurances,Tunisie,Assurance,PCA/PCI,Cadrage d’un plan de continuité d’activité - Elaboration de la cartographie des activités métiers - Identification des besoins de continuité - Evaluation de la criticité des processus métiers et support - Elaboration et analyse de l’état des lieux - Cartographie et analyse des risques,atteste par la présente que la société DEVOTEAM a réalisé pour le compte des sociétés COMAR & HAYETT une mission de cadrage du plan de continuité d'activités (PCA). Le projet a été piloté par Monsieur Mohamed Ben Messaoud.…,Cadrage PCA COMAR 2020 (1).pdf,1,Cadrage PCA COMAR 2020 (1).pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C04,مراجع حول استمرارية الأعمال للبنوك,ar,Mise en place du plan de secours informatique Préparation et Mise en place des solutions de secours Formalisation du PRA appui à la formalisation des procédures d’alertes et prise en charge de sinistre Elaboration d’u…,Albaraka Bank,Tunisie,Banque,PCA/PCI,Mise en place du plan de secours informatique Préparation et Mise en place des solutions de secours Formalisation du PRA appui à la formalisation des procédures d’alertes et prise en charge de sinistre Elaboration d’un plan de test et réalisation des premiers tests Organisation de maintien en condition opérationnelle,Le présent contrat a pour objet l’exécution des prestations relatives à l’élaboration du plan de continuité d’activité d’AI Baraka Banque conformément à la norme ISO 22301 qui décrit les exigences liées à la mise en place du système de management de la continuité d’activité ainsi que des prestations de conseils. ARTICLE 2.…,Contrat Al Baraka PCA (1).pdf,1,Contrat Al Baraka PCA (1).pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C05,مراجع حول استمرارية الأعمال للبنوك,ar,Plan de Continuité d’Activité Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Forma…,Office de la marine marchande et des ports (OMMP),Tunisie,Entreprise Pub,PCA/PCI,"Plan de Continuité d’Activité Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation des procédures de continuité métier Formalisation du Plan de Secours Informatique Formalisation des procédures de reprise transversales (IT, Services Généraux, RH, ...) Tests de crise et de PCA","atteste par la présente que la société DEVOTEAM a réalisé pour le compte de l'Office de la Marine Marchande et des Ports le projet d'accompagnement à la mise en place du plan de continuité d'activité. Devoteam nous a accompagnés durant la période d'Octobre 2018 à Octobre
2019.…",Attestation de PCA OMMP 2019.pdf,1,Attestation de PCA OMMP 2019.pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C06,مراجع حول استمرارية الأعمال للبنوك,ar,Plan de Continuité d’Activité Plan de Continuité d’Activité Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site…,Banque de l’Habitat Tunisie | BH,Tunisie,Banque,PCA/PCI,"Plan de Continuité d’Activité Plan de Continuité d’Activité Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation des procédures de continuité métier Formalisation du Plan de Secours Informatique Formalisation des procédures de reprise transversales (IT, Services Généraux, RH, ...) Tests de crise et de PCA","Objet du contrat Par la signature du présent contrat, le Prestataire consent à réaliser pour le compte de la Banque de l'Habitat une mission d’étude et de mise en place d’un Plan de Continuité d'Activité couvrant l’ensemble des domaines de ces activités. Cette mission à pour objectifs de : et de redémarrage associés en cas de 5 Marché C.A.S.P 01/2017 sinistre.…",Contrat BH PCA 2017.pdf,1,Contrat BH PCA 2017.pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C07,مراجع حول استمرارية الأعمال للبنوك,ar,"Assistance Audit Réglementaire Etape 1 Cadrage et lancement de la mission Cadrage de la mission, validation des objectifs et du périmètre • Examen des détails logistiques nécessaires • Présentation du plan d’assistanc…",ENDA CASH,Tunisie,Régie Financière,PCA/PCI,"Assistance Audit Réglementaire Etape 1 Cadrage et lancement de la mission Cadrage de la mission, validation des objectifs et du périmètre • Examen des détails logistiques nécessaires • Présentation du plan d’assistance Etape 2 Assistance à l’audit organisationnel et physique Etude documentaire, réalisation d’entretiens et visites sur site • Analyse des écarts par rapport aux normes ISO 27K • Elaboration des politiques et procédures manquantes Etape 3 Assistance à l’audit technique • Vérification technique des vulnérabilités de chaque composant cible (Vulnerability Assessment) • Assistance à l’audit de configuration • Elaboration du plan d’actions Etape 4 Assistance à l’audit applicatif Assistance à la réalisation de l’audit applicatif • Elaboration du plan d’actions","atteste par la présente que la société DEVOTEAM a réalisé pour le compte de Enda CASH le projet d’assistance a la mise en ceuvre d’un plan de continuité d’activité (PCA). Ce projet a été piloté par Mr. Sami BENHAJ Les consultants, ayant participé à l’élaboration du projet sont :
- Eya CHEIKH AMOR, Consultante senior IT
- Raoudha BLILI, Consultante IT.…",attestation-de-reference-enda-cash.pdf,1,attestation-de-reference-enda-cash.pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C08,مراجع حول استمرارية الأعمال للبنوك,ar,Mise en œuvre du plan de Continuité d’Activités (PCA) a TRADEX - Rédiger la politique de continuité des activités de TRADEX - Définir un dispositif fiable avec des outils de gestion de crise - Identifier le périmètre…,TRADEX,Cameroun,Industrie,PCA/PCI,"Mise en œuvre du plan de Continuité d’Activités (PCA) a TRADEX - Rédiger la politique de continuité des activités de TRADEX - Définir un dispositif fiable avec des outils de gestion de crise - Identifier le périmètre des activités critiques en cas de sinistre et les exigences de redémarrage associées - Garantir la survie en minimisant les impacts financiers, juridiques et de notoriété - Identifier les scénarios de secours et feuille de route PCA - Analyser et réduire les impacts potentiels d’une interruption d’activité - Anticiper et maîtriser les risques opérationnels de grande envergure - Assurer la pérennité du PCA",atteste par la présente que la société DEVOTEAM est en train d’assurer la mise en œuvre du projet : plan de continuité d’activité (PCA) pour le compte de Tradex. Ce projet est piloté par Mr Slim Chenchah.…,Attestation de PCA TRADEX.pdf,1,Attestation de PCA TRADEX.pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C09,مراجع حول استمرارية الأعمال للبنوك,ar,Plan de Continuité d’Activité Expression des besoins de continuité d’activité Analyse des risques majeurs Stratégie de continuité d’activité des métiers et du SI Définition du dispositif de gestion de crise Formalisat…,"Banque Nationale Agricole, BNA",Tunisie,Banque,PCA/PCI,Plan de Continuité d’Activité Expression des besoins de continuité d’activité Analyse des risques majeurs Stratégie de continuité d’activité des métiers et du SI Définition du dispositif de gestion de crise Formalisation du PCA et élaboration d’un plan du test,"atteste par la présente que la Société DEVOTEAM a réalisé pour notre compte des travaux de cadrage de Plan de Continuité d'Activité, courant [PHONE_LIKE], couvrant: L’expression des Besoins métier ;
- L?analyse des risques conformément à l’ISO 27005 ;
- La définition de la stratégie de continuité de trois ans ;
- La formalisation de dispositif de gestion de crise. Cette étude a été pilotée par Mr Tarek AKROUT.…",BNA_Attestation de Référence_Accompagnement PCA.pdf,1,BNA_Attestation de Référence_Accompagnement PCA.pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C10,مراجع حول استمرارية الأعمال للبنوك,ar,Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informati…,Société Tunisienne de Banque STB,Tunisie,Banque,PCA/PCI,Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation du Plan de Secours Informatique Tests de crise et de PCA,mission d'étude et de mise en place d’un Plan de Continuité d'Activité et ce conformément aux conditions décrites au cahier des charges de l'appel d'offres STB réf. 16/2017 et de l'offre de la société DEVOTEAM.…,Contrat PCA STB 2017.pdf,2,Contrat PCA STB 2017.pdf — page 2,,,,,,
TECH-AR-001,TECH-AR-001-C11,مراجع حول استمرارية الأعمال للبنوك,ar,Plan de Continuité d’Activité - Expression des besoins de continuité d’activité - Analyse des risques majeurs - Stratégie de continuité d’activité des métiers et du SI - Définition du dispositif de gestion de crise -…,Tunisie Leasing,Tunisie,Banque,PCA/PCI,Plan de Continuité d’Activité - Expression des besoins de continuité d’activité - Analyse des risques majeurs - Stratégie de continuité d’activité des métiers et du SI - Définition du dispositif de gestion de crise - Pilotage de la mise en place du Plan de Continuité d’Activité - Formalisation des procédures de reprise,"CONTRAT D’ASSISTANCE RELATIF A L’ACCOMPAGNEMENT A LA MISE EN PLACE D’UN PLAN DE CONTINUITE D’ACTIVITE DE TUNISIE LEASING ENTRE : La Société Tunisie Leasing, SA au capital « capital » Dinars, dont le siège social «adresse », immatriculée au registre du commerce sous le numéro B134091997 titulaire du matricule fiscal numéro 031440 S/A/M/000 et représentée par son Directeur Général, Monsieur Fethi Mestiri . Ci-après désignée par le ""le Client"" Br?…",Contrat PCA Tunisie Leasing 2016.pdf,1,Contrat PCA Tunisie Leasing 2016.pdf — page 1,,,,,,
TECH-AR-001,TECH-AR-001-C12,مراجع حول استمرارية الأعمال للبنوك,ar,Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA). - Lancement de la mission - Cadrage du plan de continuité d’activité - Mise en place du PCA - Test et organisation du maintien en condition opéra…,Mitigan,Tunisie,Régie Financière,PCA/PCI,Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA). - Lancement de la mission - Cadrage du plan de continuité d’activité - Mise en place du PCA - Test et organisation du maintien en condition opérationnelle,"atteste par la présente que la société DEVOTEAM a réalisé pour le compte de MITIGAN CIB le projet d’assistance a la mise en ceuvre d’un plan de continuité d’activité (PCA). Ce projet est composé des phases suivantes :
- Lancement de la mission
- Cadrage du plan de continuité d'activité
- Mise en place du PCA
- Test et organisation du maintien en condition opérationnelle Cette étude a été pilotée par M. Amine MIAOUI.…",Attestation de référence MITIGAN. PCA.pdf,1,Attestation de référence MITIGAN. PCA.pdf — page 1,,,,,,
